,PV_Brun,PV_Brun-,PV_Gris-,PV_Gris,PV_Noir-,PV_Noir,Brun,Brun-,Gris,Gris-,Noir,Noir-,P_cons,P_prod,P_tot
2021-12-17 11:56:08+01:00,0.0,1.9999999999527063,103.00000000279397,0.0,178.00000007264316,0.0,440.9999999916181,0.0,698.0000000912696,0.0,0.0,23.000000044703484,1399.000000113574,-283.00000007538983,1116.0000000381842
2021-12-17 11:56:16+01:00,0.9999999999763531,1.0000000002037268,99.99999997671694,1.0000000002037268,172.99999995157123,0.0,444.00000001769513,0.0,696.9999999273568,0.0,2.9999999969732016,20.99999994970858,1394.9999999206284,-271.9999999283118,1122.9999999923166
2021-12-17 11:56:24+01:00,0.0,1.9999999999527063,101.99999995529652,0.0,178.00000007264316,0.0,439.99999994412065,0.0,696.9999999273568,0.0,0.0,23.000000044703484,1395.9999998546664,-282.0000000278924,1113.999999826774
2021-12-17 11:56:32+01:00,0.0,1.9999999999527063,104.99999998137355,0.0,179.0000000037253,0.0,435.00000005587935,0.0,699.9999999534339,0.0,0.0,21.999999997206032,1398.9999999971587,-285.99999998505155,1113.0000000121072
2021-12-17 11:56:40+01:00,0.0,1.0000000002037268,104.99999998137355,0.0,179.99999993480742,0.0,432.0000000298023,0.0,692.9999999701977,0.0,0.0,23.999999975785613,1386.999999940599,-285.9999999163847,1101.0000000242144
2021-12-17 11:56:48+01:00,0.0,1.0000000002037268,106.99999995995313,0.0,182.99999996088445,0.0,429.0000000037253,0.0,692.0000000391155,0.0,0.0,25.000000023283064,1386.999999940599,-290.9999999210413,1096.0000000195578
2021-12-17 11:56:56+01:00,0.0,1.0000000002037268,106.99999995995313,0.0,185.00000005587935,0.0,427.0000000251457,0.0,689.9999999441206,0.0,0.0,27.000000001862645,1382.99999998344,-293.0000000160362,1089.9999999674037
2021-12-17 11:57:04+01:00,0.0,1.9999999999527063,108.00000000745058,0.0,185.00000005587935,0.0,430.99999998230487,0.0,692.9999999701977,0.0,0.0,25.999999954365194,1393.00000006142,-295.00000006328264,1097.9999999981374
2021-12-17 11:57:12+01:00,0.9999999999763531,1.0000000002037268,106.99999995995313,0.0,183.99999989196658,0.0,430.99999998230487,0.0,691.0000001080334,0.0,0.0,27.000000001862645,1385.9999999406227,-290.9999998521471,1095.0000000884756
2021-12-17 11:57:20+01:00,0.0,1.9999999999527063,108.00000000745058,0.0,185.99999998696148,0.0,434.0000000083819,0.0,692.0000000391155,0.0,0.0,27.000000001862645,1395.0000000399996,-295.99999999436477,1099.0000000456348
2021-12-17 11:57:28+01:00,0.0,1.9999999999527063,108.00000000745058,0.0,185.99999998696148,0.0,437.00000003445894,0.0,699.0000000223517,0.0,0.0,25.999999954365194,1406.0000000968103,-295.99999999436477,1110.0000001024455
2021-12-17 11:57:36+01:00,0.0,1.0000000002037268,106.99999995995313,0.0,183.99999989196658,0.0,432.99999996088445,0.0,693.9999999012798,0.0,0.0,25.999999954365194,1392.9999997599225,-291.99999985212344,1100.999999907799
2021-12-17 11:57:44+01:00,0.0,1.9999999999527063,104.99999998137355,0.0,182.00000002980232,0.0,435.00000005587935,0.0,699.9999999534339,0.0,0.0,23.999999975785613,1400.0000000446562,-289.0000000111286,1111.0000000335276
2021-12-17 11:57:52+01:00,0.0,1.0000000002037268,104.00000005029142,0.0,175.99999997764826,0.0,439.99999994412065,0.0,699.0000000223517,0.0,0.0,21.999999997206032,1397.9999999974098,-281.0000000281434,1116.9999999692664
2021-12-17 11:58:00+01:00,0.0,1.9999999999527063,104.00000005029142,0.0,178.00000007264316,0.0,437.00000003445894,0.0,698.0000000912696,0.0,0.0,23.000000044703484,1396.0000002039124,-284.0000001228873,1112.000000081025
2021-12-17 11:58:08+01:00,0.9999999999763531,1.0000000002037268,103.00000000279397,0.0,179.0000000037253,0.0,437.00000003445894,0.0,695.9999999962747,0.0,0.0,23.000000044703484,1391.9999999927768,-282.00000000674663,1109.9999999860302
2021-12-17 11:58:16+01:00,0.0,1.9999999999527063,104.00000005029142,0.0,178.00000007264316,0.0,435.9999999869615,0.0,699.0000000223517,0.0,0.0,21.999999997206032,1397.0000001349945,-284.0000001228873,1113.0000000121072
2021-12-17 11:58:24+01:00,0.0,1.0000000002037268,104.99999998137355,0.0,179.99999993480742,0.0,432.99999996088445,0.0,692.9999999701977,0.0,0.0,23.999999975785613,1387.9999998716812,-285.9999999163847,1101.9999999552965
2021-12-17 11:58:32+01:00,0.0,1.9999999999527063,104.99999998137355,0.0,181.0000000987202,0.0,435.9999999869615,0.0,693.9999999012798,0.0,0.0,25.000000023283064,1392.9999999450047,-288.00000008004645,1104.9999998649582
2021-12-17 11:58:40+01:00,0.0,1.0000000002037268,104.00000005029142,0.0,181.0000000987202,0.0,437.99999996554106,0.0,695.9999999962747,0.0,0.0,23.999999975785613,1396.0000001352455,-286.00000014921534,1109.9999999860302
2021-12-17 11:58:48+01:00,0.0,1.9999999999527063,104.99999998137355,0.0,179.99999993480742,0.0,432.99999996088445,0.0,692.0000000391155,0.0,0.0,23.000000044703484,1388.9999998714302,-286.9999999161337,1101.9999999552965
2021-12-17 11:58:56+01:00,0.0,1.9999999999527063,103.00000000279397,0.0,179.0000000037253,0.0,435.9999999869615,0.0,695.0000000651926,0.0,0.0,21.999999997206032,1393.00000006142,-284.00000000647196,1109.000000054948
2021-12-17 11:59:04+01:00,0.0,1.0000000002037268,103.00000000279397,0.0,176.9999999087304,0.0,439.99999994412065,0.0,699.9999999534339,0.0,0.0,23.000000044703484,1397.9999997645791,-280.9999999117281,1116.999999852851
2021-12-17 11:59:12+01:00,0.0,1.9999999999527063,103.00000000279397,0.0,176.9999999087304,0.0,439.99999994412065,0.0,700.999999884516,0.0,0.0,21.999999997206032,1400.9999997429077,-281.99999991147706,1118.9999998314306
2021-12-17 11:59:20+01:00,0.9999999999763531,1.0000000002037268,103.00000000279397,0.0,178.00000007264316,0.0,439.99999994412065,0.0,700.999999884516,0.0,0.0,21.999999997206032,1399.9999999070951,-281.0000000756645,1118.9999998314306
2021-12-17 11:59:28+01:00,0.0,1.9999999999527063,104.00000005029142,0.0,179.0000000037253,0.0,444.00000001769513,0.0,698.0000000912696,0.0,2.0000000076834112,21.999999997206032,1407.0000001734115,-285.0000000539694,1122.0000001194421
2021-12-17 11:59:36+01:00,0.0,1.9999999999527063,104.99999998137355,0.0,181.0000000987202,0.0,1798.9999999990687,0.0,2155.0000000279397,0.0,1407.999999995809,1.9999999785795808,5648.000000124284,-288.00000008004645,5360.000000044238
