,Mains phase 1-,Mains phase 1,P_cons,P_prod,P_tot
2021-12-16 22:30:56+01:00,0.0,258.9999999618158,258.9999999618158,0.0,258.9999999618158
2021-12-16 22:31:04+01:00,0.0,258.9999999618158,258.9999999618158,0.0,258.9999999618158
2021-12-16 22:31:12+01:00,0.0,258.9999999618158,258.9999999618158,0.0,258.9999999618158
2021-12-16 22:31:20+01:00,0.0,258.9999999618158,258.9999999618158,0.0,258.9999999618158
2021-12-16 22:31:28+01:00,0.0,260.0000000093132,260.0000000093132,0.0,260.0000000093132
2021-12-16 22:31:36+01:00,0.0,258.9999999618158,258.9999999618158,0.0,258.9999999618158
2021-12-16 22:31:44+01:00,0.0,258.00000003073364,258.00000003073364,0.0,258.00000003073364
2021-12-16 22:31:52+01:00,0.0,258.00000003073364,258.00000003073364,0.0,258.00000003073364
2021-12-16 22:32:00+01:00,0.0,258.00000003073364,258.00000003073364,0.0,258.00000003073364
2021-12-16 22:32:08+01:00,0.0,258.9999999618158,258.9999999618158,0.0,258.9999999618158
2021-12-16 22:32:16+01:00,0.0,258.00000003073364,258.00000003073364,0.0,258.00000003073364
2021-12-16 22:32:24+01:00,0.0,258.00000003073364,258.00000003073364,0.0,258.00000003073364
2021-12-16 22:32:32+01:00,0.0,260.0000000093132,260.0000000093132,0.0,260.0000000093132
2021-12-16 22:32:40+01:00,0.0,258.9999999618158,258.9999999618158,0.0,258.9999999618158
2021-12-16 22:32:48+01:00,0.0,258.9999999618158,258.9999999618158,0.0,258.9999999618158
2021-12-16 22:32:56+01:00,0.0,256.9999999832362,256.9999999832362,0.0,256.9999999832362
2021-12-16 22:33:04+01:00,0.0,256.9999999832362,256.9999999832362,0.0,256.9999999832362
2021-12-16 22:33:12+01:00,0.0,256.00000005215406,256.00000005215406,0.0,256.00000005215406
2021-12-16 22:33:20+01:00,0.0,256.9999999832362,256.9999999832362,0.0,256.9999999832362
2021-12-16 22:33:28+01:00,0.0,258.00000003073364,258.00000003073364,0.0,258.00000003073364
2021-12-16 22:33:36+01:00,0.0,256.00000005215406,256.00000005215406,0.0,256.00000005215406
2021-12-16 22:33:44+01:00,0.0,256.9999999832362,256.9999999832362,0.0,256.9999999832362
2021-12-16 22:33:52+01:00,0.0,256.9999999832362,256.9999999832362,0.0,256.9999999832362
2021-12-16 22:34:00+01:00,0.0,256.9999999832362,256.9999999832362,0.0,256.9999999832362
2021-12-16 22:34:08+01:00,0.0,258.00000003073364,258.00000003073364,0.0,258.00000003073364
2021-12-16 22:34:16+01:00,0.0,256.00000005215406,256.00000005215406,0.0,256.00000005215406
2021-12-16 22:34:24+01:00,0.0,256.00000005215406,256.00000005215406,0.0,256.00000005215406
2021-12-16 22:34:32+01:00,0.0,258.00000003073364,258.00000003073364,0.0,258.00000003073364
2021-12-16 22:34:40+01:00,0.0,256.00000005215406,256.00000005215406,0.0,256.00000005215406
2021-12-16 22:34:48+01:00,0.0,256.9999999832362,256.9999999832362,0.0,256.9999999832362
