,Main,Main-,PV,PV-,P_cons,P_prod,P_tot
2021-12-16 22:31:44+01:00,195.9999999962747,0.0,1.9999999999527063,0.0,197.99999999622742,1.9999999999527063,195.9999999962747
2021-12-16 22:31:52+01:00,189.99999994412065,0.0,1.0000000002037268,0.0,190.99999994432437,1.0000000002037268,189.99999994412065
2021-12-16 22:32:00+01:00,188.0000000819564,0.0,1.0000000002037268,0.0,189.0000000821601,1.0000000002037268,188.0000000819564
2021-12-16 22:32:08+01:00,193.9999999012798,0.0,1.0000000002037268,0.0,194.99999990148353,1.0000000002037268,193.9999999012798
2021-12-16 22:32:16+01:00,189.99999994412065,0.0,1.0000000002037268,0.0,190.99999994432437,1.0000000002037268,189.99999994412065
2021-12-16 22:32:24+01:00,188.0000000819564,0.0,1.9999999999527063,0.0,190.0000000819091,1.9999999999527063,188.0000000819564
2021-12-16 22:32:32+01:00,193.9999999012798,0.0,1.0000000002037268,0.0,194.99999990148353,1.0000000002037268,193.9999999012798
2021-12-16 22:32:40+01:00,188.0000000819564,0.0,1.0000000002037268,0.0,189.0000000821601,1.0000000002037268,188.0000000819564
2021-12-16 22:32:48+01:00,189.99999994412065,0.0,1.0000000002037268,0.0,190.99999994432437,1.0000000002037268,189.99999994412065
2021-12-16 22:32:56+01:00,192.00000003911555,0.0,1.9999999999527063,0.0,194.00000003906825,1.9999999999527063,192.00000003911555
2021-12-16 22:33:04+01:00,186.9999999180436,0.0,1.0000000002037268,0.0,187.99999991824734,1.0000000002037268,186.9999999180436
2021-12-16 22:33:12+01:00,189.99999994412065,0.0,1.0000000002037268,0.0,190.99999994432437,1.0000000002037268,189.99999994412065
2021-12-16 22:33:20+01:00,185.00000005587935,0.0,1.0000000002037268,0.0,186.00000005608308,1.0000000002037268,185.00000005587935
2021-12-16 22:33:28+01:00,188.0000000819564,0.0,1.0000000002037268,0.0,189.0000000821601,1.0000000002037268,188.0000000819564
2021-12-16 22:33:36+01:00,189.99999994412065,0.0,1.0000000002037268,0.0,190.99999994432437,1.0000000002037268,189.99999994412065
2021-12-16 22:33:44+01:00,186.9999999180436,0.0,1.9999999999527063,0.0,188.99999991799632,1.9999999999527063,186.9999999180436
2021-12-16 22:33:52+01:00,189.00000001303852,0.0,1.0000000002037268,0.0,190.00000001324224,1.0000000002037268,189.00000001303852
2021-12-16 22:34:00+01:00,185.00000005587935,0.0,1.0000000002037268,0.0,186.00000005608308,1.0000000002037268,185.00000005587935
2021-12-16 22:34:08+01:00,192.00000003911555,0.0,1.0000000002037268,0.0,193.00000003931927,1.0000000002037268,192.00000003911555
2021-12-16 22:34:16+01:00,185.99999998696148,0.0,1.0000000002037268,0.0,186.9999999871652,1.0000000002037268,185.99999998696148
2021-12-16 22:34:24+01:00,189.99999994412065,0.0,1.0000000002037268,0.0,190.99999994432437,1.0000000002037268,189.99999994412065
2021-12-16 22:34:32+01:00,185.99999998696148,0.0,1.9999999999527063,0.0,187.9999999869142,1.9999999999527063,185.99999998696148
2021-12-16 22:34:40+01:00,185.00000005587935,0.0,1.0000000002037268,0.0,186.00000005608308,1.0000000002037268,185.00000005587935
2021-12-16 22:34:48+01:00,189.00000001303852,0.0,1.0000000002037268,0.0,190.00000001324224,1.0000000002037268,189.00000001303852
