,main black-,main black,main blue,main blue-,main red-,main red,P_cons,P_prod,P_tot
2021-12-16 22:32:24+01:00,0.0,144.00000000023283,260.0000000093132,0.0,0.0,116.99999999837019,521.0000000079162,0.0,521.0000000079162
2021-12-16 22:32:32+01:00,0.0,143.00000001094304,260.0000000093132,0.0,0.0,117.99999999857391,521.0000000188302,0.0,521.0000000188302
2021-12-16 22:32:40+01:00,0.0,143.00000001094304,261.9999999878928,0.0,0.0,117.99999999857391,522.9999999974098,0.0,522.9999999974098
2021-12-16 22:32:48+01:00,0.0,144.00000000023283,261.9999999878928,0.0,0.0,117.99999999857391,523.9999999866995,0.0,523.9999999866995
2021-12-16 22:32:56+01:00,0.0,144.00000000023283,263.0000000062864,0.0,0.0,118.99999999877764,526.0000000052969,0.0,526.0000000052969
2021-12-16 22:33:04+01:00,0.0,143.00000001094304,260.999999998603,0.0,0.0,117.99999999857391,522.00000000812,0.0,522.00000000812
2021-12-16 22:33:12+01:00,0.0,144.00000000023283,260.999999998603,0.0,0.0,117.99999999857391,522.9999999974098,0.0,522.9999999974098
2021-12-16 22:33:20+01:00,0.0,143.00000001094304,263.0000000062864,0.0,0.0,118.99999999877764,525.0000000160071,0.0,525.0000000160071
2021-12-16 22:33:28+01:00,0.0,143.00000001094304,261.9999999878928,0.0,0.0,117.99999999857391,522.9999999974098,0.0,522.9999999974098
2021-12-16 22:33:36+01:00,0.0,146.00000000791624,266.00000000325963,0.0,0.0,120.99999999918509,533.000000010361,0.0,533.000000010361
2021-12-16 22:33:44+01:00,0.0,143.00000001094304,261.9999999878928,0.0,0.0,117.99999999857391,522.9999999974098,0.0,522.9999999974098
2021-12-16 22:33:52+01:00,0.0,144.00000000023283,261.9999999878928,0.0,0.0,117.99999999857391,523.9999999866995,0.0,523.9999999866995
2021-12-16 22:34:00+01:00,0.0,144.00000000023283,263.0000000062864,0.0,0.0,117.99999999857391,525.0000000050932,0.0,525.0000000050932
2021-12-16 22:34:08+01:00,0.0,141.99999999254942,260.0000000093132,0.0,0.0,117.99999999857391,520.0000000004366,0.0,520.0000000004366
2021-12-16 22:34:16+01:00,0.0,143.00000001094304,260.999999998603,0.0,0.0,117.99999999857391,522.00000000812,0.0,522.00000000812
2021-12-16 22:34:24+01:00,0.0,144.00000000023283,263.0000000062864,0.0,0.0,119.99999999898137,527.0000000055006,0.0,527.0000000055006
2021-12-16 22:34:32+01:00,0.0,143.00000001094304,261.9999999878928,0.0,0.0,117.99999999857391,522.9999999974098,0.0,522.9999999974098
2021-12-16 22:34:40+01:00,0.0,144.00000000023283,261.9999999878928,0.0,0.0,117.99999999857391,523.9999999866995,0.0,523.9999999866995
2021-12-16 22:34:48+01:00,0.0,143.00000001094304,260.999999998603,0.0,0.0,117.99999999857391,522.00000000812,0.0,522.00000000812
