,Mains phase 1-,Mains phase 1,Mains phase 2-,Mains phase 2,Mains phase 3-,Mains phase 3,P_cons,P_prod,P_tot
2021-12-16 22:33:36+01:00,0.0,23.999999975785613,0.0,36.00000002188608,12.000000002444722,0.0,47.99999999522697,0.0,47.99999999522697
2021-12-16 22:33:44+01:00,0.0,22.999999986495823,0.0,36.00000002188608,10.999999998603016,0.0,48.00000000977889,0.0,48.00000000977889
2021-12-16 22:33:52+01:00,0.0,22.999999986495823,0.0,36.00000002188608,12.000000002444722,0.0,47.00000000593718,0.0,47.00000000593718
2021-12-16 22:34:00+01:00,0.0,74.00000002235174,0.0,36.00000002188608,2.9999999969732016,42.00000000128057,149.0000000485452,0.0,149.0000000485452
2021-12-16 22:34:08+01:00,0.0,91.00000001490116,0.0,36.00000002188608,0.0,53.99999999644933,181.00000003323657,0.0,181.00000003323657
2021-12-16 22:34:16+01:00,0.0,88.99999997811392,0.0,36.00000002188608,0.0,55.00000000029104,180.00000000029104,0.0,180.00000000029104
2021-12-16 22:34:24+01:00,0.0,88.99999997811392,0.0,34.99999997438863,0.0,55.00000000029104,178.9999999527936,0.0,178.9999999527936
2021-12-16 22:34:32+01:00,0.0,90.00000002561137,0.0,36.00000002188608,0.0,55.00000000029104,181.0000000477885,0.0,181.0000000477885
2021-12-16 22:34:40+01:00,0.0,90.00000002561137,0.0,34.99999997438863,0.0,55.00000000029104,180.00000000029104,0.0,180.00000000029104
2021-12-16 22:34:48+01:00,0.0,88.99999997811392,0.0,36.00000002188608,0.0,55.00000000029104,180.00000000029104,0.0,180.00000000029104
